id,geometry_type,wkt,area_m2,area_km2,centroid_lon,centroid_lat,bbox_minx,bbox_miny,bbox_maxx,bbox_maxy,parts,holes,vertices,label,% POBLACION,ÃNDICE DE PRIORIDAD SOCIAL (IPS),CANTIDAD DE BARRIOS OFICIALES,CIRCUITO,CPC,DENSIDAD POBLACIONAL HAB/KMÂ²,DEPARTAMENTO,description,DIRECCION,fill,fill-opacity,gx_media_links,icon,icon-scale,KILÃMETRO CUADRADO,label-scale,LOCALIDAD,name,ORGANIZACIÃN ADMINISTRATIVA,SECCIONAL,stroke,stroke-opacity,stroke-width,styleUrl,TIPO,TIPO DE INMUEBLE,TIPO DE INSTITUCIÃN,TIPO DE INSTITUCION,TIPO DE TERRENO,TOTAL HOGARES,TOTAL POBLACION
131,Point,POINT (-64.22148 -31.43327 0),0,0.000000,-64.22148,-31.43327,-64.22148,-31.43327,-64.22148,-31.43327,1,0,1,CENTRO VECINAL MARIANO BALCARCEÂ ,,,,10H,RUTA 20,,,"{""@type"":""html"",""value"":""TIPO DE INSTITUCIÃN: CENTRO VECINALÂ <br>CPC: RUTA 20<br>SECCIONAL: 10<br>CIRCUITO: 10H<br>DIRECCION: PONCE DE LEON NÂ°2529<br>TIPO DE INMUEBLE: PROPIOÂ ""}",PONCE DE LEON NÂ°2529,,,,images/icon-10.png,1,,0,,CENTRO VECINAL MARIANO BALCARCEÂ ,,10,,,,#icon-1603-FFEA00,,PROPIOÂ ,CENTRO VECINALÂ ,,,,
132,Point,POINT (-64.24772 -31.448678 0),0,0.000000,-64.24772,-31.448678,-64.24772,-31.448678,-64.24772,-31.448678,1,0,1,CENTRO VECINAL ESTACION FLORES,,,,10E,RUTA 20,,,"{""@type"":""html"",""value"":""TIPO DE INSTITUCIÃN: CENTRO VECINAL<br>CPC: RUTA 20<br>SECCIONAL: 10<br>CIRCUITO: 10E<br>DIRECCION: ESTOCOLMO NÂ° 4660 ESQ. COPENHAGE<br>TIPO DE INMUEBLE: COMODATO MUNICIPAL VIGENTE""}",ESTOCOLMO NÂ° 4660 ESQ. COPENHAGE,,,,images/icon-10.png,1,,0,,CENTRO VECINAL ESTACION FLORES,,10,,,,#icon-1603-FFEA00,,COMODATO MUNICIPAL VIGENTE,CENTRO VECINAL,,,,
133,Point,POINT (-64.2157 -31.44411 0),0,0.000000,-64.2157,-31.44411,-64.2157,-31.44411,-64.2157,-31.44411,1,0,1,CENTRO VECINAL PARQUE CAPITAL SUDÂ ,,,,10H,RUTA 20,,,"{""@type"":""html"",""value"":""TIPO DE INSTITUCIÃN: CENTRO VECINALÂ <br>CPC: RUTA 20<br>SECCIONAL: 10<br>CIRCUITO: 10H<br>DIRECCION: AV. TRONADOR NÂ°3074<br>TIPO DE INMUEBLE: PROPIOÂ ""}",AV. TRONADOR NÂ°3074,,,,images/icon-10.png,1,,0,,CENTRO VECINAL PARQUE CAPITAL SUDÂ ,,10,,,,#icon-1603-FFEA00,,PROPIOÂ ,CENTRO VECINALÂ ,,,,
134,Point,POINT (-64.22606 -31.42594 0),0,0.000000,-64.22606,-31.42594,-64.22606,-31.42594,-64.22606,-31.42594,1,0,1,CENTRO VECINAL PRIMERA JUNTA,,,,11D,RUTA 20,,,"{""@type"":""html"",""value"":""TIPO DE INSTITUCIÃN: CENTRO VECINALÂ <br>CPC: RUTA 20<br>SECCIONAL: 11<br>CIRCUITO: 11D<br>DIRECCION: LEON PINELO ESQ. HECTOR PANIZA<br>TIPO DE INMUEBLE: COMODATO MUNICIPALÂ ""}",LEON PINELO ESQ. HECTOR PANIZA,,,,images/icon-10.png,1,,0,,CENTRO VECINAL PRIMERA JUNTA,,11,,,,#icon-1603-FFEA00,,COMODATO MUNICIPALÂ ,CENTRO VECINALÂ ,,,,
135,Point,POINT (-64.236704 -31.450655 0),0,0.000000,-64.236704,-31.450655,-64.236704,-31.450655,-64.236704,-31.450655,1,0,1,CENTRO VECINAL RENÃ FAVALORO SUR,,,,10F,RUTA 20,,,"{""@type"":""html"",""value"":""<img src=\""https://lh3.googleusercontent.com/umsh/AN6v0v6FRVdg7np88XhA-6RT2VKOeZ_C6bmcWxfvblISYyw2aUJUyzMG-J9-kmHHcqCYctIHujbNknNRNo7Sh6SlM48mR3NyS4asRry0RCxc0u1V5t0JhmEMtt0skI9PoXf6fhOufcY_jCf9YWI5hqoyPUXKgUmI9HCYXMfduLKqVjvcch035pepSolLnL-jPHr7k5SgjdEtWt5Us1YpkCWx8QvJnuX9yTTk5ymAEMBk_pU8KoZY8SSNS8lBlSeOur8sEEGEg2r1VwbyLzvB2KhIpCExvHcvW_p-JBcm1VOaZ-hDuiNxq-BY1zGh1gMowHqC8L_4O76CYftZV3krnCqqO7lMI4ehmaOBCKyFvlZO-N_Lxx4Alp9mqTtt1li_h_c6lKl-6SGT8vEj_VB7FrUmEENpCY54I5lrFm_riFE49wcN4cILc6J2RVqHWNvzcefx2ek0QFSOEfD9VGlFSvA1uZm49ybVqcz5wJC68Nj1CIUKRVSnhs9DZFu0uK3auMl9VzLSIUNE6NhEsOvvWCkWLoV2TMGzBKmF0ll3wBV_BMhdNm9BNoflWDIvJZw3Ojvf1on7tvyIz5QRhlRdvbAGzqNNCoVu_NS1MrDmgOItFsuoKuFOHE4Jhlt65-ESFusNwltcgoJyaovTf-B_cf0U-OHsCxcD5AAGXxx-NSrx7D4SvavggWlj6rGutXyxGl6ArlVNxUWK6uqzlzTSK_N1PtgcEk1E1Q5eUz8KMsZ_w6jzgFhjombllFBAtVNlbXqS3tGdRAtSzLAsiqLEXdL6BnMuJGmEnt5gaB1TY6bGtzVvL_4fVcU4-I_pz8UAJ_KKWOHkKOljjyG6gP5Q2O-a3Cf8JAt0Hlt59IW4Hd31xPBitfE03VR5xYMiPCmPMU9SMMWHAK68NeX9pZ5AGx0sF2FL8CGghm8fpI2csDjmxLVhd5bw4h8Yxcy7CSVtjg6lKFUhxB40GuRiBt_knbBWMt4NoDI-sfyIV1HE8svPa_T3qAzA_2cjzpAJBPy3ljpFsP7T8j-w_0rSTF58oEq_YqH5VrzTcHn1WfgHDwIzkqOaZXvPM6QwDG6Im9nV1j4FLlsT4gx11BNiy9qDzZWjzcPMgdFDPTJU-e3KD6Ip3xXdSZUt84sOUVlksPW82xPimciRgiUMxpslqjbOfuwERIBTsPpPZXO28PMmIMhuA8GKlfpkwiZufLOSLDUfTM4YRKTctpFuS-5c3iqM88zVCJZtpkK-1pOSgsIe3Nr3H9vynt8LEhDFRqbLyyz4va8lmWKo6CM4iQMHRpS79HYyE1e_Z61rJpGrFz-_cNXHc-CHL2IrO7xXL1_gD8KP2T1X62kREF_YAs-zPheN0cUWjyrC5JcWkblPaRKUSo7imnuYUPyBEYdVXqilBp9FbhG1uluw5XjXItsnAgealrh9HHWKHErSHj7icW34PjXG5x2uctEok_6I7oZrsknNvUcd-W2jWlLW6bdemjYMAONL28yvAq6AvSTyWaTyz7EnhF97aaJIofgWfORKDq0WBN1taQX6qrMsyXjiNjUVCEHyLdWdBNyWOJoihgYDaIaKjXzrM6W1bipHT89ues9eWoDvO_gL8QS8f2hcpuK55h4SaQWeU69PKZkzjK3gjlPMNs4vqKYvHHj6yE3xkCXunhgphbyREqeALUorLZJlVqWQsi0uzpks-tHyXCVKX_aMlp-fv-hLNgjO9qyUsLvjHveKsQgEfbrMXrwF1RioHg_zNOHakUJLGZpy9PaTR624fUKjBT-kP4XpqwpL_6PJpu-Z1jA8VpnOpaBO_v7l8AwPnF5Bf9-ey9n4FNseqw7K1wwE-CPDCMto-LEnKpO18gpeaxlOk5SDAGGEUolm1BNgjn8P6wslYo85x63Sd97kgrVAgO__TiVk8fKR_6n0OenECBKEgjz4kvwU7pGaRRUCNUiQ-5ldsZovckAUdYXX83wpUuVvSyvQWiLS77uQhzhZgTjamaJq-xzmqfZA0WxPP1jV6BbdckZlvIjzyEqtqC50JExDzJJsBp5XjChZKeHJtUaqjYc_8gA6saa2pxTUFvhg5DIpc2VpQ-X3QkaGuPSGzUbUALsrzLaElmG7DT0EIj6CnPQsfKTctOaQKyDp47Vt-iRWqI6ThGF-hM4jtrPEtOor2Lv1zpT3bzj5370tW_z0N1pPpPsLrfcwQvdoCLOOoCm9pTuO3bzeIhM4Rg-o4Fv7dLkEiK3M2FH2fJ1iZokGK6Z1HzUXKpQxOekshGSBlLAzu-wX6IA39pi6XdvHMFqWslDRxNM31X6n--0QWiaSwG14_Nb_FzF3ds7rKWAzCkhmFtYCiCwLhTlNN857xzOkn3U-YTs6Tm6C4Nd9oHHipPd7__ITSuQaPZkDRE4jNVo9X1vUn19Gslo2wSGvs1t5Nf73IPeADbI11ZZINKWBEzlVOkaFxNbF1DsX-7KchTEoJh-4JsCGQWMn5maou1asIZlXgqZQVATnoMoZmejIU4rA8IIRoCYEA-Ot-OAP5QCdbPLuf8pvAk9XVtjZp2OAJS0eLfbRFqcJFL45Pd6jWX0j5FaAhXGyofr41NqQsCVEG1SJf02Ng4pSo9dZyQnNSl_jkTTh_cICj1pgXbtGbzPIMFlJ2axo6nh50xNzw8NZyH3l0uXvHmhYTiokkmpTU1JjHKX1thvo4gXKX1oPEAbm86wWBPtVNSLFGcsMmHSkC1Bszpf2X4ae4qEqf21ywGfuGZDNCrIkGmf4pY6MJhITTov_xgC08RTo-yT5t5J039QN8isJ\"" height=\""200\"" width=\""auto\"" /><br><br>TIPO DE INSTITUCIÃN: CENTRO VECINAL<br>CPC: RUTA 20<br>SECCIONAL: 10<br>CIRCUITO: 10F<br>DIRECCION: BONN NÂ° 3651 ESQ. RUFINO VARELA ORTIZ<br>TIPO DE INMUEBLE: COMODATO MUNICIPAL VIGENTE""}",BONN NÂ° 3651 ESQ. RUFINO VARELA ORTIZ,,,https://lh3.googleusercontent.com/umsh/AN6v0v6FRVdg7np88XhA-6RT2VKOeZ_C6bmcWxfvblISYyw2aUJUyzMG-J9-kmHHcqCYctIHujbNknNRNo7Sh6SlM48mR3NyS4asRry0RCxc0u1V5t0JhmEMtt0skI9PoXf6fhOufcY_jCf9YWI5hqoyPUXKgUmI9HCYXMfduLKqVjvcch035pepSolLnL-jPHr7k5SgjdEtWt5Us1YpkCWx8QvJnuX9yTTk5ymAEMBk_pU8KoZY8SSNS8lBlSeOur8sEEGEg2r1VwbyLzvB2KhIpCExvHcvW_p-JBcm1VOaZ-hDuiNxq-BY1zGh1gMowHqC8L_4O76CYftZV3krnCqqO7lMI4ehmaOBCKyFvlZO-N_Lxx4Alp9mqTtt1li_h_c6lKl-6SGT8vEj_VB7FrUmEENpCY54I5lrFm_riFE49wcN4cILc6J2RVqHWNvzcefx2ek0QFSOEfD9VGlFSvA1uZm49ybVqcz5wJC68Nj1CIUKRVSnhs9DZFu0uK3auMl9VzLSIUNE6NhEsOvvWCkWLoV2TMGzBKmF0ll3wBV_BMhdNm9BNoflWDIvJZw3Ojvf1on7tvyIz5QRhlRdvbAGzqNNCoVu_NS1MrDmgOItFsuoKuFOHE4Jhlt65-ESFusNwltcgoJyaovTf-B_cf0U-OHsCxcD5AAGXxx-NSrx7D4SvavggWlj6rGutXyxGl6ArlVNxUWK6uqzlzTSK_N1PtgcEk1E1Q5eUz8KMsZ_w6jzgFhjombllFBAtVNlbXqS3tGdRAtSzLAsiqLEXdL6BnMuJGmEnt5gaB1TY6bGtzVvL_4fVcU4-I_pz8UAJ_KKWOHkKOljjyG6gP5Q2O-a3Cf8JAt0Hlt59IW4Hd31xPBitfE03VR5xYMiPCmPMU9SMMWHAK68NeX9pZ5AGx0sF2FL8CGghm8fpI2csDjmxLVhd5bw4h8Yxcy7CSVtjg6lKFUhxB40GuRiBt_knbBWMt4NoDI-sfyIV1HE8svPa_T3qAzA_2cjzpAJBPy3ljpFsP7T8j-w_0rSTF58oEq_YqH5VrzTcHn1WfgHDwIzkqOaZXvPM6QwDG6Im9nV1j4FLlsT4gx11BNiy9qDzZWjzcPMgdFDPTJU-e3KD6Ip3xXdSZUt84sOUVlksPW82xPimciRgiUMxpslqjbOfuwERIBTsPpPZXO28PMmIMhuA8GKlfpkwiZufLOSLDUfTM4YRKTctpFuS-5c3iqM88zVCJZtpkK-1pOSgsIe3Nr3H9vynt8LEhDFRqbLyyz4va8lmWKo6CM4iQMHRpS79HYyE1e_Z61rJpGrFz-_cNXHc-CHL2IrO7xXL1_gD8KP2T1X62kREF_YAs-zPheN0cUWjyrC5JcWkblPaRKUSo7imnuYUPyBEYdVXqilBp9FbhG1uluw5XjXItsnAgealrh9HHWKHErSHj7icW34PjXG5x2uctEok_6I7oZrsknNvUcd-W2jWlLW6bdemjYMAONL28yvAq6AvSTyWaTyz7EnhF97aaJIofgWfORKDq0WBN1taQX6qrMsyXjiNjUVCEHyLdWdBNyWOJoihgYDaIaKjXzrM6W1bipHT89ues9eWoDvO_gL8QS8f2hcpuK55h4SaQWeU69PKZkzjK3gjlPMNs4vqKYvHHj6yE3xkCXunhgphbyREqeALUorLZJlVqWQsi0uzpks-tHyXCVKX_aMlp-fv-hLNgjO9qyUsLvjHveKsQgEfbrMXrwF1RioHg_zNOHakUJLGZpy9PaTR624fUKjBT-kP4XpqwpL_6PJpu-Z1jA8VpnOpaBO_v7l8AwPnF5Bf9-ey9n4FNseqw7K1wwE-CPDCMto-LEnKpO18gpeaxlOk5SDAGGEUolm1BNgjn8P6wslYo85x63Sd97kgrVAgO__TiVk8fKR_6n0OenECBKEgjz4kvwU7pGaRRUCNUiQ-5ldsZovckAUdYXX83wpUuVvSyvQWiLS77uQhzhZgTjamaJq-xzmqfZA0WxPP1jV6BbdckZlvIjzyEqtqC50JExDzJJsBp5XjChZKeHJtUaqjYc_8gA6saa2pxTUFvhg5DIpc2VpQ-X3QkaGuPSGzUbUALsrzLaElmG7DT0EIj6CnPQsfKTctOaQKyDp47Vt-iRWqI6ThGF-hM4jtrPEtOor2Lv1zpT3bzj5370tW_z0N1pPpPsLrfcwQvdoCLOOoCm9pTuO3bzeIhM4Rg-o4Fv7dLkEiK3M2FH2fJ1iZokGK6Z1HzUXKpQxOekshGSBlLAzu-wX6IA39pi6XdvHMFqWslDRxNM31X6n--0QWiaSwG14_Nb_FzF3ds7rKWAzCkhmFtYCiCwLhTlNN857xzOkn3U-YTs6Tm6C4Nd9oHHipPd7__ITSuQaPZkDRE4jNVo9X1vUn19Gslo2wSGvs1t5Nf73IPeADbI11ZZINKWBEzlVOkaFxNbF1DsX-7KchTEoJh-4JsCGQWMn5maou1asIZlXgqZQVATnoMoZmejIU4rA8IIRoCYEA-Ot-OAP5QCdbPLuf8pvAk9XVtjZp2OAJS0eLfbRFqcJFL45Pd6jWX0j5FaAhXGyofr41NqQsCVEG1SJf02Ng4pSo9dZyQnNSl_jkTTh_cICj1pgXbtGbzPIMFlJ2axo6nh50xNzw8NZyH3l0uXvHmhYTiokkmpTU1JjHKX1thvo4gXKX1oPEAbm86wWBPtVNSLFGcsMmHSkC1Bszpf2X4ae4qEqf21ywGfuGZDNCrIkGmf4pY6MJhITTov_xgC08RTo-yT5t5J039QN8isJ,images/icon-10.png,1,,0,,CENTRO VECINAL RENÃ FAVALORO SUR,,10,,,,#icon-1603-FFEA00,,COMODATO MUNICIPAL VIGENTE,CENTRO VECINAL,,,,
136,Point,POINT (-64.237204 -31.442922 0),0,0.000000,-64.237204,-31.442922,-64.237204,-31.442922,-64.237204,-31.442922,1,0,1,CENTRO VECINAL MATIENZO,,,,10F,RUTA 20,,,"{""@type"":""html"",""value"":""TIPO DE INSTITUCIÃN: CENTRO VECINAL<br>CPC: RUTA 20<br>SECCIONAL: 10<br>CIRCUITO: 10F<br>DIRECCION: LOS PINOS ESQ. DIAZ DE LA FUENTE<br>TIPO DE INMUEBLE: COMODATO MUNICIPAL VIGENTE""}",LOS PINOS ESQ. DIAZ DE LA FUENTE,,,,images/icon-10.png,1,,0,,CENTRO VECINAL MATIENZO,,10,,,,#icon-1603-FFEA00,,COMODATO MUNICIPAL VIGENTE,CENTRO VECINAL,,,,
137,Point,POINT (-64.24019 -31.42521 0),0,0.000000,-64.24019,-31.42521,-64.24019,-31.42521,-64.24019,-31.42521,1,0,1,CENTRO VECINAL LOS GRANADOSÂ ,,,,11E,RUTA 20,,,"{""@type"":""html"",""value"":""TIPO DE INSTITUCIÃN: CENTRO VECINALÂ <br>CPC: RUTA 20<br>SECCIONAL: 11<br>CIRCUITO: 11E<br>DIRECCION: NUFLO DE CHAVEZ NÂ°4153<br>TIPO DE INMUEBLE: PROPIOÂ ""}",NUFLO DE CHAVEZ NÂ°4153,,,,images/icon-10.png,1,,0,,CENTRO VECINAL LOS GRANADOSÂ ,,11,,,,#icon-1603-FFEA00,,PROPIOÂ ,CENTRO VECINALÂ ,,,,
138,Point,POINT (-64.25097 -31.408845 0),0,0.000000,-64.25097,-31.408845,-64.25097,-31.408845,-64.25097,-31.408845,1,0,1,CENTRO VECINAL LAS VIOLETAS,,,,11G,RUTA 20,,,"{""@type"":""html"",""value"":""TIPO DE INSTITUCIÃN: CENTRO VECINAL<br>CPC: RUTA 20<br>SECCIONAL: 11<br>CIRCUITO: 11G<br>DIRECCION: AVIADOR LOCATELLI NÂ° 722<br>TIPO DE INMUEBLE: COMODATO PROVINCIAL""}",AVIADOR LOCATELLI NÂ° 722,,,,images/icon-10.png,1,,0,,CENTRO VECINAL LAS VIOLETAS,,11,,,,#icon-1603-FFEA00,,COMODATO PROVINCIAL,CENTRO VECINAL,,,,
139,Point,POINT (-64.26386 -31.42021 0),0,0.000000,-64.26386,-31.42021,-64.26386,-31.42021,-64.26386,-31.42021,1,0,1,COMISION DE VECINOS VILLA ALBERTOÂ ,,,,11G,RUTA 20,,,"{""@type"":""html"",""value"":""TIPO DE INSTITUCIÃN: COMISION DE VECINOSÂ <br>CPC: RUTA 20<br>SECCIONAL: 11<br>CIRCUITO: 11G<br>DIRECCION: SARGENTO GOMES ESQ. ALTO ALEGREÂ <br>TIPO DE INMUEBLE: USURPADO""}",SARGENTO GOMES ESQ. ALTO ALEGREÂ ,,,,images/icon-10.png,1,,0,,COMISION DE VECINOS VILLA ALBERTOÂ ,,11,,,,#icon-1603-FFEA00,,USURPADO,COMISION DE VECINOSÂ ,,,,
140,Point,POINT (-64.208811 -31.480808 0),0,0.000000,-64.208811,-31.480808,-64.208811,-31.480808,-64.208811,-31.480808,1,0,1,CENTRO VECINAL ALEJANDRO CARBO,,,,10C,VILLA LIBERTADOR,,,"{""@type"":""html"",""value"":""TIPO DE INSTITUCIÃN: CENTRO VECINAL<br>CPC: VILLA LIBERTADOR<br>SECCIONAL: 10<br>CIRCUITO: 10C<br>DIRECCION: VIRGEN DE FATIMA NÂ° 5665 ESQ. VAQUERIA<br>TIPO DE INMUEBLE: COMODATO MUNICIPAL EN TRAMITE""}",VIRGEN DE FATIMA NÂ° 5665 ESQ. VAQUERIA,,,,images/icon-11.png,1,,0,,CENTRO VECINAL ALEJANDRO CARBO,,10,,,,#icon-1603-AFB42B,,COMODATO MUNICIPAL EN TRAMITE,CENTRO VECINAL,,,,
141,Point,POINT (-64.198539 -31.464801 0),0,0.000000,-64.198539,-31.464801,-64.198539,-31.464801,-64.198539,-31.464801,1,0,1,CENTRO VECINAL GENERAL ARTIGAS,,,,4A,VILLA EL LIBERTADOR,,,"{""@type"":""html"",""value"":""TIPO DE INSTITUCIÃN: CENTRO VECINAL<br>CPC: VILLA EL LIBERTADOR<br>SECCIONAL: 4<br>CIRCUITO: 4A<br>DIRECCION: FELIPE BELARDINELLI NÂ° 4628<br>TIPO DE INMUEBLE: PROPIO""}",FELIPE BELARDINELLI NÂ° 4628,,,,images/icon-11.png,1,,0,,CENTRO VECINAL GENERAL ARTIGAS,,4,,,,#icon-1603-AFB42B,,PROPIO,CENTRO VECINAL,,,,
142,Point,POINT (-64.247323 -31.483397 0),0,0.000000,-64.247323,-31.483397,-64.247323,-31.483397,-64.247323,-31.483397,1,0,1,CENTRO VECINAL PARQUE FUTURA,,,,10K,VILLA EL LIBERTADOR,,,"{""@type"":""html"",""value"":""TIPO DE INSTITUCIÃN: CENTRO VECINAL<br>CPC: VILLA EL LIBERTADOR<br>SECCIONAL: 10<br>CIRCUITO: 10K<br>DIRECCION: GUANASACATE NÂ° 2845<br>TIPO DE INMUEBLE: USURPACIÃN PARCIAL""}",GUANASACATE NÂ° 2845,,,,images/icon-11.png,1,,0,,CENTRO VECINAL PARQUE FUTURA,,10,,,,#icon-1603-AFB42B,,USURPACIÃN PARCIAL,CENTRO VECINAL,,,,
143,Point,POINT (-64.235162 -31.471521 0),0,0.000000,-64.235162,-31.471521,-64.235162,-31.471521,-64.235162,-31.471521,1,0,1,CENTRO VECINAL SANTA ISABEL SECCION 1,,,,10J,VILLA EL LIBERTADOR,,,"{""@type"":""html"",""value"":""TIPO DE INSTITUCIÃN: CENTRO VECINAL<br>CPC: VILLA EL LIBERTADOR<br>SECCIONAL: 10<br>CIRCUITO: 10J<br>DIRECCION: FERNANDO CASADO NÂ° 2166<br>TIPO DE INMUEBLE: COMODATO MUNICIPAL""}",FERNANDO CASADO NÂ° 2166,,,,images/icon-11.png,1,,0,,CENTRO VECINAL SANTA ISABEL SECCION 1,,10,,,,#icon-1603-AFB42B,,COMODATO MUNICIPAL,CENTRO VECINAL,,,,
144,Point,POINT (-64.196274 -31.448234 0),0,0.000000,-64.196274,-31.448234,-64.196274,-31.448234,-64.196274,-31.448234,1,0,1,CENTRO VECINAL EJERCITO ARGENTINO,,,,4A,VILLA EL LIBERTADOR,,,"{""@type"":""html"",""value"":""TIPO DE INSTITUCIÃN: CENTRO VECINAL<br>CPC: VILLA EL LIBERTADOR<br>SECCIONAL: 4<br>CIRCUITO: 4A<br>DIRECCION: ADRIAN ESCOBAR NÂ° 3199<br>TIPO DE INMUEBLE: COMODATO MUNICIPAL""}",ADRIAN ESCOBAR NÂ° 3199,,,,images/icon-11.png,1,,0,,CENTRO VECINAL EJERCITO ARGENTINO,,4,,,,#icon-1603-AFB42B,,COMODATO MUNICIPAL,CENTRO VECINAL,,,,
145,Point,POINT (-64.20175 -31.442184 0),0,0.000000,-64.20175,-31.442184,-64.20175,-31.442184,-64.20175,-31.442184,1,0,1,CENTRO VECINAL PARQUE VELEZ SARSFIELD,,,,10,VILLA EL LIBERTADOR,,,"{""@type"":""html"",""value"":""TIPO DE INSTITUCIÃN: CENTRO VECINAL<br>CPC: VILLA EL LIBERTADOR<br>SECCIONAL: 10<br>CIRCUITO: 10<br>DIRECCION: NACIONES UNIDAS NÂ° 470<br>TIPO DE INMUEBLE: COMODATO MUNICIPAL""}",NACIONES UNIDAS NÂ° 470,,,,images/icon-11.png,1,,0,,CENTRO VECINAL PARQUE VELEZ SARSFIELD,,10,,,,#icon-1603-AFB42B,,COMODATO MUNICIPAL,CENTRO VECINAL,,,,
146,Point,POINT (-64.204364 -31.447333 0),0,0.000000,-64.204364,-31.447333,-64.204364,-31.447333,-64.204364,-31.447333,1,0,1,CENTRO VECINAL CIUDADELA Y SAN DANIEL,,,,10B,VILLA EL LIBERTADOR,,,"{""@type"":""html"",""value"":""TIPO DE INSTITUCIÃN: CENTRO VECINAL<br>CPC: VILLA EL LIBERTADOR<br>SECCIONAL: 10<br>CIRCUITO: 10B<br>DIRECCION: CANNES NÂ° 3320<br>TIPO DE INMUEBLE: COMODATO MUNICIPAL""}",CANNES NÂ° 3320,,,,images/icon-11.png,1,,0,,CENTRO VECINAL CIUDADELA Y SAN DANIEL,,10,,,,#icon-1603-AFB42B,,COMODATO MUNICIPAL,CENTRO VECINAL,,,,
147,Point,POINT (-64.235179 -31.489596 0),0,0.000000,-64.235179,-31.489596,-64.235179,-31.489596,-64.235179,-31.489596,1,0,1,CENTRO VECINAL CABILDO,,,,10A,VILLA EL LIBERTADOR,,,"{""@type"":""html"",""value"":""TIPO DE INSTITUCIÃN: CENTRO VECINAL<br>CPC: VILLA EL LIBERTADOR<br>SECCIONAL: 10<br>CIRCUITO: 10A<br>DIRECCION: SAN RAFAEL NÂ° 2152<br>TIPO DE INMUEBLE: COMODATO MUNICIPAL VIGENTE""}",SAN RAFAEL NÂ° 2152,,,,images/icon-11.png,1,,0,,CENTRO VECINAL CABILDO,,10,,,,#icon-1603-AFB42B,,COMODATO MUNICIPAL VIGENTE,CENTRO VECINAL,,,,
148,Point,POINT (-64.218146 -31.472787 0),0,0.000000,-64.218146,-31.472787,-64.218146,-31.472787,-64.218146,-31.472787,1,0,1,CENTRO VECINAL VILLA EL LIBERTADOR,,,,10L,VILLA EL LIBERTADOR,,,"{""@type"":""html"",""value"":""TIPO DE INSTITUCIÃN: CENTRO VECINAL<br>CPC: VILLA EL LIBERTADOR<br>SECCIONAL: 10<br>CIRCUITO: 10L<br>DIRECCION: ALTOS DE FLORES NÂ° 1074<br>TIPO DE INMUEBLE: COMODATO MUNICIPAL""}",ALTOS DE FLORES NÂ° 1074,,,,images/icon-11.png,1,,0,,CENTRO VECINAL VILLA EL LIBERTADOR,,10,,,,#icon-1603-AFB42B,,COMODATO MUNICIPAL,CENTRO VECINAL,,,,
149,Point,POINT (-64.20998 -31.44191 0),0,0.000000,-64.20998,-31.44191,-64.20998,-31.44191,-64.20998,-31.44191,1,0,1,CENTRO VECINAL SUAREZ,,,,10,VILLA EL LIBERTADOR,,,"{""@type"":""html"",""value"":""TIPO DE INSTITUCIÃN: CENTRO VECINALÂ <br>CPC: VILLA EL LIBERTADOR<br>SECCIONAL: 10<br>CIRCUITO: 10<br>DIRECCION: DOMINGO DE IRALA NÂ° 1179<br>TIPO DE INMUEBLE: PROPIOÂ ""}",DOMINGO DE IRALA NÂ° 1179,,,,images/icon-11.png,1,,0,,CENTRO VECINAL SUAREZ,,10,,,,#icon-1603-AFB42B,,PROPIOÂ ,CENTRO VECINALÂ ,,,,
150,Point,POINT (-64.205153 -31.477348 0),0,0.000000,-64.205153,-31.477348,-64.205153,-31.477348,-64.205153,-31.477348,1,0,1,CENTRO VECINAL SANTA ROSA RESIDENCIAL,,,,10L,VILLA EL LIBERTADOR,,,"{""@type"":""html"",""value"":""TIPO DE INSTITUCIÃN: CENTRO VECINAL<br>CPC: VILLA EL LIBERTADOR<br>SECCIONAL: 10<br>CIRCUITO: 10L<br>DIRECCION: ARIZA NÂ° 94<br>TIPO DE INMUEBLE: PROPIO""}",ARIZA NÂ° 94,,,,images/icon-11.png,1,,0,,CENTRO VECINAL SANTA ROSA RESIDENCIAL,,10,,,,#icon-1603-AFB42B,,PROPIO,CENTRO VECINAL,,,,
151,Point,POINT (-64.225257 -31.465398 0),0,0.000000,-64.225257,-31.465398,-64.225257,-31.465398,-64.225257,-31.465398,1,0,1,CENTRO VECINAL RESIDENCIAL SUD,,,,10J,VILLA EL LIBERTADOR,,,"{""@type"":""html"",""value"":""TIPO DE INSTITUCIÃN: CENTRO VECINAL<br>CPC: VILLA EL LIBERTADOR<br>SECCIONAL: 10<br>CIRCUITO: 10J<br>DIRECCION: LAGO ARGENTINO NÂ° 1991<br>TIPO DE INMUEBLE: PROPIO""}",LAGO ARGENTINO NÂ° 1991,,,,images/icon-11.png,1,,0,,CENTRO VECINAL RESIDENCIAL SUD,,10,,,,#icon-1603-AFB42B,,PROPIO,CENTRO VECINAL,,,,
